196.99,410.28,
4164.209,3249.614,
-0.13,-3.58,
-1.228,11.238,
-1.98,-5.36,
93.83,10.71,
-12.734,-30.026,
8.446,-7.143,
159.606,-421.822,
5.49,0.28,
-24.570,-36.886,
31.681,9.024,
357.564,-110.039,
-13.395,8.635,
42.32,-49.30,
60.900,15.491,
22.35,1.45,
-0.37,-3.33,
90.23,95.56,
33.779,6.213,
18.84,-7.18,
4.05,-12.43,
-0.950,-42.638,
-20.90,-14.46,
-18.669,-186.190,
25.048,-41.522,
129.22,-105.70,
9.64,-22.75,
7.97,0.06,
4.632,-8.487,
43.166,104.326,
-24.341,-93.511,
137.51,17.01,
-5.274,-3.303,
-51.83,-103.80,
29.453,-8.152,
16.126,-6.050,
61.95,-112.15,
-26.26,5.40,
2.99,-1.66,
2.39,-0.91,
11.94,-2.08,
2.77,-2.00,
-13.25,-186.77,
17.38,-9.86,
3468.251,-1564.844,
24.289,-14.483,
24.574,-35.977,
165.691,-138.559,
-61.008,-0.964,
2.01,1.85,
-2.233,-2.516,
6.53,-1.41,
7.857,4.065,
5.29,-1.78,
60.379,56.828,
-4.699,-3.112,
50.88,-32.13,
1078.609,-551.133,
226.77,-18.75,
34.245,-2.924,
334.708,-89.251,
-14.45,2.53,
13.52,5.24,
15.35,3.52,
6.94,-1.95,
523.50,-179.77,
-31.200,-44.986,
-92.611,-45.397,
25.65,-3.82,
-44.188,-18.538,
-1.479,-1.231,
0.640,-1.692,
-8.311,-2.580,
23.008,-24.435,
22.756,-24.446,
3.954,18.968,
13.597,-1.396,
0.180,-2.319,
10.058,6.873,
5.36,-3.51,
-7.020,-10.812,
12.29,-12.44,
3.65,-2.07,
296.57,-49.22,
16.23,-13.54,
0.51,-5.92,
23.75,-26.23,
22.20,-29.49,
22.55,-27.78,
25.58,-43.06,
44.07,48.66,
16.400,5.490,
-3.74,-2.10,
-2.007,-4.293,
-1.595,-3.026,
14.416,58.123,
215.46,91.06,
0.196,-19.295,
-65.89,-125.17,
29.587,-18.387,
-12.960,69.781,
21.73,-33.61,
-37.044,-27.970,
61.82,82.18,
150.55,49.09,
5.20,5.69,
75.50,26.93,
-12.75,-35.60,
5.52,-17.37,
21.659,-35.177,
-8.87,262.45,
-10.838,-69.524,
34.798,-13.904,
86.50,818.02,
76.295,-14.091,
15.067,-10.313,
45.42,-56.72,
33.242,-47.640,
20.59,128.33,
6.036,9.787,
12.54,8.39,
-43.513,-39.985,
33.041,2.809,
6.81,-34.06,
2.463,-33.829,
-11.616,-13.641,
-55.69,-8.71,
-43.57,22.30,
-5.197,-16.099,
22.004,-80.894,
60.07,122.83,
29.887,46.371,
-7.294,-73.353,
9.282,-11.929,
16.44,47.31,
-11.813,-20.561,
52.892,-140.618,
15.09,41.12,
7.257,-17.260,
139.92,-47.79,
18.17,-42.85,
-24.51,7.71,
75.25,-426.89,
-3.01,23.02,
79.097,26.328,
95.74,91.92,
597.384,-1738.286,
11.228,24.615,
-0.13,6.89,
-6.50,-14.15,
-6.264,-7.118,
15.017,-54.469,
0.068,-7.961,
105.816,-26.846,
50.280,42.736,
-129.430,93.738,
52.390,-119.469,
80.65,-11.54,
352.918,35.572,
-5.03,37.86,
531.21,-349.71,
44.48,-11.85,
0.831,-17.625,
-7.049,12.959,
85.814,-142.928,
-3.755,-7.785,
-8.48,-22.79,
93.82,78.50,
-12.689,132.600,
88.254,-271.791,
18.925,2.423,
10.17,53.97,
-10.59,-3.11,
-7.48,4.53,
4.870,7.705,
0.704,4.757,
-5.35,23.86,
-6.518,-1.714,
-0.155,-2.131,
-15.89,12.28,
-20.43,19.61,
19.91,-1.99,
-44.146,8.051,
-58.16,67.87,
-0.30,-16.81,
-24.299,34.349,
-30.815,33.335,
6.08,-122.83,
3.988,4.748,
-44.112,-30.066,
-16.394,57.094,
-17.73,17.90,
4.073,9.477,
8.79,21.76,
-32.61,11.42,
-21.52,-3.12,
22.57,-51.35,
-48.049,26.315,
-319.51,334.97,
-27.513,-26.907,
-64.043,77.209,
-21.736,17.726,
-37.50,-52.29,
13.13,-90.93,
13.119,-87.881,
-22.484,-40.649,
-59.861,26.544,
-133.644,-107.664,
-10.22,-49.29,
-8.36,17.08,
-56.34,17.21,
-57.311,-50.365,
-32.393,-4.449,
-58.571,10.110,
-40.97,-19.19,
107.99,27.15,
104.904,-69.926,
-7.826,-31.083,
-25.359,36.884,
55.458,-61.501,
1.34,-5.15,
-3.658,-30.126,
-60.95,-3.11,
-134.11,-34.70,
-294.441,-151.663,
-24.607,-28.808,
438.839,629.541,
0.542,33.041,
48.858,60.396,
-136.33,-32.60,
-332.062,87.352,
61.899,-9.615,
-149.277,89.135,
-235.40,-399.07,
114.529,-26.887,
122.467,-22.682,
120.21,-16.04,
-19.06,-10.56,
107.94,2.05,
111.91,-8.24,
104.11,7.30,
81.43,33.49,
66.449,37.145,
-6.00,19.16,
-65.74,-37.32,
-947.46,-535.60,
-36.19,-55.40,
-441.29,-215.32,
-25.16,-99.23,
10.563,-8.385,
-22.887,-12.041,
61.380,59.791,
24.780,8.594,
-58.799,59.974,
107.68,11.01,
-65.881,-9.253,
-4.372,19.887,
-14.708,46.370,
-187.33,159.05,
-121.17,-14.91,
-128.38,28.05,
-35.161,16.342,
12.955,11.323,
221.750,-92.356,
-30.236,-32.032,
-474.31,-204.21,
-40.15,-28.86,
-13.886,5.802,
-138.29,28.57,
-115.71,151.16,
-62.02,-27.41,
-152.974,-49.462,
-116.432,-25.860,
-13.515,10.268,
-10.41,-76.85,
-147.851,-55.251,
153.33,-8.28,
-26.276,-73.782,
269.30,93.75,
193.549,-68.888,
-2.800,46.883,
51.89,32.92,
13.08,13.33,
370.87,611.33,
-53.633,-14.447,
18.800,0.597,
-14.68,-16.46,
-66.384,-74.413,
70.741,-43.156,
14.23,7.27,
-974.758,20.876,
2.71,-5.91,
8.18,-10.43,
20.84,-46.06,
-232.563,-481.472,
3.724,-5.619,
-93.634,744.360,
36.026,-7.362,
44.94,-28.16,
4.815,13.836,
-91.00,-70.67,
-19.334,7.638,
5.77,-9.92,
21.24,-40.56,
20.95,-45.98,
21.13,-43.65,
17.70,-44.18,
19.496,-47.650,
19.34,-43.67,
23.848,-23.090,
26.00,-0.23,
56.125,59.445,
47.218,48.519,
-159.920,-529.646,
30.202,-6.579,
31.797,-1.902,
-49.18,-57.01,
74.44,-9.09,
63.372,-8.121,
14.06,-23.78,
3.62,1.74,
-91.661,8.096,
21.153,-51.792,
90.53,-59.47,
-8.02,-14.42,
4.72,-3.78,
28.479,-15.863,
61.57,-113.11,
11.786,16.740,
-1.000,-24.451,
-40.375,-59.486,
19.770,-21.918,
11.072,-9.667,
10.76,81.92,
-2240.085,-3421.809,
-8.047,-162.274,
62.52,-7.24,
-24.314,-7.053,
-27.923,-77.134,
105.10,-45.04,
112.371,-46.639,
108.81,-46.80,
107.526,-36.200,
115.46,-23.42,
106.212,-27.692,
110.580,-32.809,
107.316,-31.000,
104.97,-15.14,
87.435,-20.978,
106.148,-20.294,
9.504,18.501,
108.443,-21.171,
-8.802,-30.335,
104.066,-14.900,
-20.32,-5.32,
-48.723,-55.757,
67.572,48.489,
-4.56,-17.84,
83.17,-20.97,
63.45,-188.94,
35.477,-63.675,
103.083,-24.427,
104.695,-14.861,
47.937,-31.407,
-1.469,-7.681,
44.049,-64.028,
1.53,-5.01,
-22.876,4.140,
-80.036,-154.416,
24.625,-93.608,
-114.740,-272.059,
-49.27,-12.72,
-36.89,38.85,
3.181,-17.028,
82.319,-35.743,
1.41,-29.91,
464.06,11.21,
-2.21,0.85,
15.94,-14.52,
45.851,52.385,
42.561,212.705,
0.883,-3.065,
9.45,-20.71,
-25.273,-3.715,
6.79,-14.88,
67.391,-40.958,
1.422,-54.863,
-6.141,17.895,
-74.408,-44.909,
41.49,-128.73,
0.561,1.340,
-0.589,-6.482,
-17.86,25.57,
1.71,6.29,
39.894,-87.358,
31.45,-67.87,
-20.673,-75.488,
-46.286,-32.046,
17.80,-31.15,
4.185,-7.263,
0.83,3.91,
9.310,-0.519,
54.278,16.252,
-82.82,-75.39,
1.31,0.50,
0.25,-1.97,
24.39,-31.02,
42.803,-16.017,
21.13,-73.11,
126.17,-43.67,
15.053,-37.695,
520.569,-664.488,
-0.564,-10.953,
-0.264,-3.415,
-25.256,12.339,
11.173,-75.077,
-8.11,-12.88,
-1.802,-3.476,
1.047,0.433,
-0.077,1.563,
-3.552,135.626,
-0.71,-3.46,
-17.61,-9.24,
-14.82,-45.02,
-12.675,7.536,
-3.30,-4.91,
0.401,-1.038,
96.167,-339.569,
-1.050,-38.934,
-1.52,-4.33,
22.76,-173.58,
0.05,-7.06,
1.86,-4.48,
0.27,-2.26,
-0.34,-2.94,
98.301,-305.022,
2.896,-3.183,
5.10,-33.30,
1.031,-1.019,
0.754,-25.459,
1.44,-0.78,
0.64,-0.69,
4.52,-7.11,
-2.113,8.501,
2.262,0.994,
1.42,-0.46,
-0.10,-4.87,
3.56,1.18,
-5.02,-86.01,
27.627,-32.416,
12.404,-22.558,
1.78,-20.07,
3.50,-15.47,
4.960,-11.489,
0.84,0.00,
-54.590,-14.371,
4.6,-0.4,
3.19,2.03,
-15.402,-49.302,
1.46,-1.28,
-14.54,-1.07,
-291.757,-368.521,
3.271,-22.176,
1.58,-24.82,
-56.44,-0.95,
-28.30,-24.97,
7.958,0.713,
36.426,-45.606,
43.63,-73.79,
3.72,-10.11,
-2.06,-1.95,
-13.211,-13.716,
-162.54,-99.51,
-22.98,-18.22,
27.54,11.30,
-6.890,-7.973,
-15.428,2.156,
9.575,-46.120,
-41.474,139.222,
229.027,-647.930,
-4.095,31.125,
54.77,404.20,
-3.24,10.21,
34.590,-14.688,
18.39,-10.87,
-1.61,-118.33,
8.132,-19.675,
0.962,-2.500,
6.78,-20.23,
-6.278,4.016,
-17.005,13.152,
-5.955,-3.680,
12.492,56.996,
0.391,0.121,
-70.88,-261.42,
-59.530,-7.766,
5.49,-16.80,
0.29,-20.12,
-4.69,-19.30,
-5.405,-1.416,
7.32,4.03,
-22.946,-52.045,
-0.28,87.94,
56.39,-110.03,
-6.82,-13.10,
-1.698,-4.845,
-15.127,7.701,
2.306,-8.969,
-5.78,-2.86,
-6.86,-2.76,
-7.761,-2.267,
-3.23,-0.78,
-2.91,6.22,
-14.41,25.21,
-0.576,-55.657,
0.292,-13.521,
-5.57,-12.36,
7.87,-84.32,
13.81,-54.96,
-0.452,-52.279,
-2.61,-1.61,
-7.166,-8.777,
62.57,-69.97,
16.316,16.885,
-3.286,4.201,
-0.44,-3.87,
-25.542,-137.253,
-1.66,-47.31,
-5.719,-35.781,
-115.73,-190.55,
68.745,-86.832,
-24.428,-11.916,
-17.309,-15.921,
-136.654,-14.322,
-2.462,8.996,
-3.56,2.42,
51.109,39.971,
-5.46,3.58,
-3.771,4.066,
-8.84,3.73,
-9.822,-9.990,
-7.054,-0.392,
-7.29,-0.41,
-5.05,2.24,
-0.14,-11.36,
-2.21,3.61,
3.24,1.33,
-5.98,4.59,
-10.659,0.710,
-17.46,71.63,
45.314,2.986,
-30.725,-48.515,
-46.157,-36.007,
12.727,-41.447,
0.79,4.52,
-0.460,217.452,
-3.816,3.896,
-3.12,3.31,
-11.88,6.87,
-2.865,3.678,
-2.31,5.02,
-6.91,3.17,
-10.25,5.82,
-10.172,6.621,
-10.05,6.47,
-10.69,7.71,
-9.529,9.565,
-4.081,-21.023,
-97.064,-22.733,
159.09,193.29,
-33.931,-52.782,
-29.312,-21.779,
-122.66,-84.03,
-66.676,-29.082,
-15.13,-9.79,
-56.450,-121.068,
-60.474,-23.693,
-0.57,-18.85,
-4.583,-8.414,
-62.112,11.141,
-51.76,-38.29,
-3.109,-43.633,
-4.14,5.81,
-37.975,-105.132,
-191.45,-145.19,
-32.841,-106.002,
5.374,-1.199,
-28.64,-12.86,
-714.59,-1036.80,
-2.129,-0.868,
-67.624,16.998,
-74.61,-19.59,
-2.171,-27.678,
-3.03,-7.42,
-89.46,-0.33,
-18.556,11.081,
-17.567,21.662,
-60.256,-7.742,
-14.21,16.32,
-21.11,15.81,
-17.480,-28.334,
62.66,-230.32,
-13.326,-20.079,
-626.55,-45.80,
-23.39,-54.57,
-77.972,-51.680,
-30.318,-25.278,
-13.704,-4.043,
-10.782,5.991,
54.538,-117.165,
-4.81,-0.89,
-10.09,4.26,
-5.09,3.90,
-13.782,29.646,
-10.18,6.34,
130.960,-170.919,
-11.774,7.368,
-32.315,-46.221,
-27.843,-30.555,
-28.194,105.650,
67.60,-76.26,
-53.772,-2.687,
-30.42,11.49,
-11.655,2.537,
-8.220,6.546,
-29.71,16.68,
-8.92,3.34,
-34.708,-62.992,
-18.81,-4.50,
-25.79,8.09,
-12.796,-3.749,
-9.87,-5.55,
-83.35,46.23,
-7.30,9.75,
-9.072,3.211,
-46.82,-49.24,
-66.43,-23.41,
-11.721,3.316,
-110.33,100.48,
-22.070,-43.699,
-103.51,-39.48,
-17.67,-229.26,
-228.11,-43.82,
-68.867,-7.551,
-17.33,-29.41,
-19.48,-15.92,
-19.39,-1.08,
-11.62,-1.36,
-81.269,2.030,
10.316,-15.012,
3.416,-96.804,
-23.876,-12.407,
-24.751,-91.427,
-14.27,10.43,
9.84,-20.80,
-43.741,-34.754,
-13.014,-32.535,
60.732,20.396,
42.181,-31.160,
-100.06,15.46,
-134.31,87.89,
82.731,-101.976,
-23.80,-124.58,
41.607,41.819,
-17.666,-13.765,
10.11,-93.79,
-47.17,-13.49,
47.072,8.543,
233.05,-356.30,
106.394,32.491,
53.687,1.376,
-5.949,7.786,
