034.4995301125600,+57.8998213212200,6.951,5.748,~
036.3167847709200,+56.6098206748000,6.56,6.26,5.93
040.7618251056400,+55.1060183877400,5.639,5.753,~
042.6742066267,+55.8954965489,5.48,3.79,2.56
046.1991280875,+53.5064357569,3.63,2.93,2.34
051.0807087183,+49.8611792931,2.27,1.79,~
052.34187580,+49.50894762,4.61,4.735,~
054.1224159279,+48.1926330392,4.17,4.23,~
055.7312677338,+47.7875485092,2.89,3.01,2.99
294.8603859220500,+42.8182614066900,5.32,5.4,~
296.2436605888,+45.1308100183,2.85,2.87,2.88
300.3398474439200,+50.1046932813000,6.17,5.048,~
311.3380366192,+57.5797244356,5.05,~,4.2
326.3621865783,+61.1208055269,4.81,4.29,3.79
326.8553972324200,+60.6926887364900,7.056,5.514,~
324.4801005810100,+62.0819417713300,5.03,4.73,4.42
331.2866239721200,+62.2798146027600,5.19,5.11,4.95
334.5526993843799,+62.8043900379400,7.01,5.741,~
330.9707376844300,+63.1199208487300,6.767,5.3,~
331.2520784900299,+62.7856711975100,6.699,5.265,~
330.94772911,+64.62797577,4.63,4.29,3.97
336.7721269584100,+65.1322667631100,5.806,5.515,~
339.6627156619500,+63.5844713744100,5.254,5.188,~
342.4200705979,+66.2004065600,4.6,3.54,2.69
017.9225100626400,+65.0188538305700,5.487,5.564,~
028.5988920257000,+63.6701000663300,3.22,3.37,3.4
046.3850479466800,+56.7057188123200,5.794,4.766,~
059.1521668176400,+50.6953762032000,~,~,5
062.1653839908,+47.7125119269,4,4.03,3.91
298.9074524163700,+52.4389390157600,5.12,5.02,~
303.3494442246,+56.5677222014,4.384,4.271,~
319.64488470,+62.58557446,2.68,2.46,2.22
319.8425843600,+64.8718561431,5.14,5.18,~
017.6638433603100,+68.7786226794900,5.28,5.309,~
021.4834265888,+68.1300127772,5.78,4.727,~
025.5855289300300,+68.0430251359100,5.52,5.59,~
030.7507817156500,+64.3900180185900,5.93,5.614,~
030.7186495829800,+64.9014640117400,6.012,5.986,~
061.6460149808,+50.3512638775,4.31,4.29,4.21
063.7244271987,+48.4093308800,5.12,4.16,3.38
065.3881926825000,+46.4988791227600,4.757,4.812,~
294.1105598179,+50.2211012703,4.86,4.48,4.13
295.4665528239400,+50.5175247308100,6.86,6.2,5.76
295.4539729150700,+50.5250609824400,6.59,5.95,5.5
297.6571813696754,+52.9879973181400,6.31,5.03,~
307.3954386101400,+62.9941103348500,4.42,4.22,4.05
311.3223981417,+61.8387824269,4.32,3.41,2.76
321.9422575919600,+66.8090969828900,5.299,5.41,~
022.8073196542900,+70.2645998266300,~,~,5.6
025.7327636534000,+70.6225255840500,5.143,5.174,~
029.0001179194500,+68.6852399760700,4.874,4.968,~
065.0479690642600,+50.9209347287000,5.507,5.545,~
064.5609037442,+50.2955015944,4.639,4.594,~
070.7264017916500,+43.3651202112000,5.319,5.298,~
291.8581637619100,+52.3204382687700,5.75,5.75,~
292.4264946683,+51.7297793972,3.899,3.755,~
298.3224089945100,+57.5234741390100,5.001,5.132,~
304.9030300298200,+62.2574437656700,5.66,5.709,~
301.3869914691500,+61.9954203033200,6.6,5.408,~
302.8952992440100,+62.0785477086900,6.205,5.7,~
310.7959214136700,+66.6574473201200,5.81,5.6,~
322.1649868804,+70.5607151892,3.01,3.23,3.33
329.8123633640099,+73.1798950637000,~,~,4.8
325.7668470245900,+72.3200855358700,6.234,5.173,~
325.4804518808700,+71.3114631855300,~,~,3.9
338.9422259748000,+73.6431855548000,~,~,4.8
332.4517944276000,+72.3412054806800,5.707,4.786,~
346.97439069,+75.38749863,5.21,4.41,~
346.9744639009500,+75.3875108575900,5.57,4.61,~
011.9418912188300,+74.8475697892500,5.338,5.413,~
011.4128190385000,+74.9880706035200,5.717,5.652,~
024.6288245976800,+73.0400382156800,6.256,5.281,~
030.48937644,+70.90702507,4.7,4.54,4.36
030.8587757542,+72.4212938186,3.953,3.938,~
069.9778376870400,+53.0795354041500,6.158,5.073,~
285.3599275728700,+46.9347631894900,5.189,5.006,~
286.2298560008100,+53.3966557987800,5.37,5.38,~
289.2757027150,+53.3684592708,4.73,3.76,3.13
287.9190870874300,+56.8592055311900,6.131,5.125,~
288.4796451188499,+57.7050795588100,6.154,5.003,~
300.3689347584199,+64.8209763292800,6.83,5.27,~
300.7044695146,+67.8735637297,5.81,4.5,3.57
354.8371267224100,+77.6323641059400,4.25,~,2.6
031.3814588840500,+76.1150601248400,6.17,5.22,~
072.0011371775100,+56.7571769299200,5.519,5.275,5.1
284.1876488909800,+57.8148165528400,6.835,5.663,~
285.1810685002699,+55.6583008482800,6.368,5.513,~
290.1670555483,+65.7145304217,4.61,4.59,4.55
307.8766945669800,+74.9546260726300,5.271,5.185,~
316.3719404360299,+78.1263914357600,5.828,5.907,~
336.6768097201600,+78.7858732572500,6,5.84,~
337.4707415215900,+78.8242866757200,5.54,5.46,~
031.2809342804,+77.2813400550,5.59,5.268,~
057.5896204846,+71.3322634700,4.655,4.604,~
073.7630450180200,+55.2591270608200,5.53,5.52,~
074.3216503850,+53.7521015014,4.416,4.433,~
076.6692941803700,+51.5977219440900,~,~,4.8
079.17232794,+45.99799147,0.88,0.08,-0.52
280.6581379154,+55.5394564967,4.943,5.026,~
282.8003931018900,+59.3883501472600,5.798,4.636,~
288.1387581854,+67.6615404392,4.07,3.07,2.37
293.0899592077504,+69.6611766125572,5.46,4.68,4.04
302.2222864370300,+77.7114209860200,4.35,4.4,~
073.5125433263,+66.3426767964,4.34,4.29,4.18
075.8545401287,+60.4422470908,4.95,4.02,3.33
076.5352197161400,+58.9723731174500,5,5.08,~
080.8660111447100,+57.5443992073000,5.23,5.25,~
278.1438441388600,+57.0455960482300,5.38,4.761,~
276.4964040005700,+65.5634809288300,6.005,4.823,~
283.5993828255600,+71.2971962653700,5.964,4.814,~
288.8874387506500,+73.3555217541800,5.7,4.45,3.55
281.5926744861200,+75.4339555621800,5.409,5.358,~
287.2911727526200,+76.5605038387800,5.4,5.107,~
307.3648462836600,+81.0912761383700,6.88,~,5.4
310.6468171735900,+82.5311569710000,5.74,5.75,~
307.0607658882500,+81.4227082685100,6.379,5.368,~
017.1870002175,+86.2570899931,5.459,4.225,~
082.5425135326500,+63.0672191886400,7.092,5.407,~
086.4751748258900,+49.8262710439900,5.495,5.46,~
273.4743033607241,+64.3972849333867,5.407,4.987,4.8
273.8211896342300,+68.7558172460600,7.022,5.953,~
275.18930101,+71.33781941,4.15,4.22,~
275.26409395,+72.73284772,4.07,3.58,3.14
270.0147018366300,+80.0008467230500,6.447,5.939,~
270.0382571149600,+80.0041131544600,6.132,5.642,~
037.95456067,+89.26410897,2.62,2.02,1.53
088.7409423662000,+59.8883686548400,5.2,5.2,~
086.6266243987900,+56.1155756833300,6.073,5.927,~
088.7115289053300,+55.7069667084600,5.005,4.96,~
089.8817434141460,+54.2847379628627,4.73,3.72,2.95
089.9837413585500,+45.9367349160100,5.97,4.25,2.56
267.2677988732500,+50.7810701320300,5.04,~,5
269.15154118,+51.48889562,3.76,2.23,1.08
268.3822067642,+56.8726428506,4.93,3.75,2.92
262.9911298304400,+68.1350252214800,6.135,5.074,~
264.2378929486479,+68.7579670927683,5.23,~,4.5
265.4835932089400,+72.1488687827700,4.98,4.55,4.3
265.4920968238599,+72.1569015636400,6.04,5.53,5.2
268.7964671709700,+72.0051260829300,5.75,5.43,~
267.3626348622399,+76.9628792611000,5.53,~,4.7
251.4926816843900,+82.0372582842900,5.109,4.212,~
263.0541529529,+86.5864606603,4.367,4.336,~
262.6982894928200,+86.9680475679600,5.981,5.756,~
093.2127606120000,+65.7184211025700,6.694,5.344,~
094.4784128017,+61.5152847431,6.89,5.05,~
093.9189030344100,+59.9989646873700,6.703,5.351,~
092.4958896545200,+58.9356929115000,6.45,5.355,~
090.2440090488200,+47.9019248737900,5.694,5.706,~
264.8661920254,+46.0063333639,3.63,3.8,~
264.1568904174900,+48.5856325818000,6.503,5.353,~
263.0440343771000,+55.1842451528800,~,~,4.7
263.0668438464700,+55.1729181291500,~,~,4.7
263.74830681,+61.87455571,5.83,~,4.8
103.4260344550600,+68.8883110069500,4.975,5.096,~
102.7378712200600,+67.5719342231200,4.961,5.122,~
094.9057690812,+59.0109634094,4.462,4.434,~
099.4224398056833,+61.4812355615972,6.83,~,5.4
096.7036345972600,+58.4174080228800,6.734,5.197,~
097.6962816256121,+58.1626332824703,6.798,5.855,6.95
095.4422095960600,+53.4521774007900,5.774,5.333,~
096.2245897925400,+49.2878920061000,6.67,4.75,3.36
261.6843415927200,+48.2600615554600,5.96,5.83,~
262.6081737329,+52.3013887086,3.79,2.81,2.12
254.0070385346,+65.1347953164,5.37,~,4.6
257.1966498433,+65.7146842733,3.06,3.17,3.23
242.7063518319199,+75.8775618146400,5.37,5.473,~
244.3761260456899,+75.7553430783900,5.32,~,4.7
236.0146621467,+77.7944941236,4.316,4.274,~
232.8538067097200,+77.3493599610900,6.535,4.982,~
103.2710352437,+59.4485421914,6.03,5.38,~
099.4099463976100,+56.8575303163100,5.89,5.89,~
101.7062928061100,+57.1691758089900,6.31,5.335,~
097.5123907793900,+46.6855546955500,7.327,5.866,~
260.0880045208200,+46.2407786623100,7.16,5.59,~
256.3338497212400,+54.4700230187200,6.17,5.66,~
256.3342110487000,+54.4706319717100,6.22,5.69,~
256.33385014,+54.47002762,5.4,4.92,~
250.2296621942,+64.5890446008,6.045,4.842,~
246.9958940211100,+68.7681370862700,4.906,4.949,~
212.2121921446600,+77.5475097813300,6.177,4.805,~
104.3191885867,+58.4227612319,5.2,4.35,3.7
108.9787652835200,+59.6374664359300,6.27,~,4.6
101.9148995443900,+48.7894843761700,6.34,5.216,~
100.7707169845900,+44.5244494671300,6.5,5.02,~
245.9978597020000,+61.5142097608500,3.65,2.74,2.12
230.1821501629,+71.8340165447,3.067,3.002,~
229.2745394303000,+71.8239020380200,6.384,5.015,~
216.8814306304,+75.6959921272,5.664,4.235,~
222.67635750,+74.15550394,3.55,2.08,0.97
123.2032840903000,+68.4740732530700,6.352,5.329,~
116.6669921803400,+65.4556740564900,7.124,5.925,~
110.7169097470200,+55.2813936842600,5.69,5.78,~
104.1335748922900,+46.2739988128700,5.81,5.87,~
104.4046128688,+45.0940945581,4.919,4.893,~
252.30924256,+45.98332279,4.914,4.823,~
249.6868542052700,+48.9283423250600,6.45,4.9,~
249.0571721672900,+52.9244228786400,5.32,5.39,6.3
249.0475847596200,+52.9000524152200,5.47,5.52,~
240.4722764917,+58.5652515656,4.52,4,3.56
143.7230310574400,+72.2056797862700,6.272,5.768,~
145.7382868586700,+72.2526176316300,6.176,5.142,~
143.6202478032700,+69.8303407060800,5.34,4.57,3.91
135.6362144884100,+67.6296174495200,6.29,4.76,3.29
128.6507495554200,+65.1451130748700,5.655,5.453,~
129.7987692137000,+65.0209064229200,6.26,5.64,5.12
124.8215002356700,+62.5071562299200,6.624,5.723,~
115.7517312754,+58.7103597228,5.024,4.947,~
137.59810823,+67.13401784,5.29,4.8,~
137.5981111064500,+67.1340171590100,5.29,4.813,~
137.0979153015200,+66.8732339353000,6.66,5.136,5.55
134.1560222598600,+64.6038273346400,6.456,5.56,~
130.0534048626200,+64.3279361786700,5.78,4.61,3.72
127.5661256526667,+60.7181682239411,4.27,3.42,2.76
124.4600584038100,+59.5711341787700,5.79,5.63,~
111.6785494554,+49.2115251881,4.594,4.61,~
112.4831548824400,+49.6724594003500,5.802,5.357,~
231.2323942771,+58.9660651236,4.45,3.29,2.51
211.0972914721,+64.3758505267,3.64,3.68,~
187.5277583191100,+69.2011039547000,6.57,4.95,~
188.6834136981300,+70.0217792479300,6.255,4.946,~
188.3705971535600,+69.7882388589500,3.75,3.89,3.84
172.8509198017,+69.3310748933,5.47,3.85,2.54
174.0116510152100,+69.3229522856900,~,~,4.6
142.8821197175,+63.0618614831,4,3.67,3.33
137.7293415982000,+63.5136712128700,5.008,4.64,~
133.3439906859700,+61.9622661544400,6.03,5.74,~
138.5855918192700,+61.4233169622000,5.71,5.2,~
125.1085828441000,+57.7432795561900,6.272,5.877,~
116.0174082717600,+50.4337938391600,5.35,5.36,~
242.1924009085400,+44.9349059320400,4.2,4.27,4.27
240.6995742429300,+46.0367038658700,4.616,4.709,~
207.8580807421,+64.7232701933,6.23,4.66,3.05
194.9794648237700,+66.5972688811400,6.657,5.368,~
193.8689523507200,+65.4384742023700,5.516,5.225,~
191.8930974584200,+66.7903042627200,7.002,5.423,~
175.6181741433200,+66.7449064815900,6.582,5.308,~
160.4858118716400,+65.7162808558400,~,~,4.4
154.5084445073600,+65.1083517354800,5.91,5.76,~
122.1143596729,+51.5066681853,4.819,4.797,~
118.6779093287500,+47.5645933147500,6.915,5.446,~
165.93196467,+61.75103469,2.86,1.79,0.98
147.7473252344596,+59.0387336232178,4.1,3.81,3.47
138.9574235064200,+56.7414071128600,6.844,5.266,~
238.6577071787100,+43.1385639126100,7.02,5.38,3.9
238.8774664314100,+42.5661920614900,5.64,5.75,~
238.1689210382104,+42.4515174663547,5.19,4.62,4.14
162.8488393190100,+59.3201198508200,6.73,5.562,~
146.6319357270200,+57.1280688806900,6.82,5.2,~
139.0471959006300,+54.0218573292200,4.995,4.805,~
137.2177401354,+51.6046480467,4.75,4.48,4.21
226.3576437199800,+48.1509702115400,5.568,5.577,~
225.9467901669609,+47.6539772391100,5.72,5.136,~
213.3708653298600,+51.7899674584600,4.74,4.51,~
214.0413740117000,+51.3672301954700,4.95,4.75,4.6
216.2991542862,+51.8507435817,4.56,4.05,3.64
208.4625584205100,+53.7286764105400,5.658,5.695,~
206.6485699485299,+54.4326787662900,5.632,5.675,~
200.9846746374000,+54.9218093821200,4.05,3.88,~
200.9814261688220,+54.9253598833028,2.271,2.22,2.1
201.3064076387,+54.9879596614,4.18,4.01,3.85
203.5304391481300,+55.3484346165000,5.569,5.588,~
205.1844722950,+54.6816358714,6.29,4.66,3.26
195.18208123,+56.36633616,5.29,4.93,~
193.5072899675,+55.9598229569,1.75,1.77,1.79
187.4888430066300,+58.4057411397700,5.552,5.347,~
185.2120117353700,+57.8641190619400,6.975,5.524,~
186.2633674794400,+56.7778281685500,7.43,5.81,~
183.8565026362,+57.0326154461,3.41,3.32,3.25
178.9934047805000,+56.5985577490400,6.928,5.824,~
162.7958682028800,+56.5822573560600,6.796,5.661,~
165.4603189042,+56.3824260867,2.35,2.37,2.31
158.7903905670100,+57.0826353653100,5.481,5.148,~
160.9305269460500,+57.1991996780600,5.744,5.782,~
157.6565802735000,+55.9805388025700,~,~,4.5
148.02647655,+54.06433229,4.602,4.557,~
143.7059691292,+52.0514768028,4.501,4.463,~
143.2143078912,+51.6773003061,3.64,3.18,2.74
135.90636507,+47.15652473,3.55,3.55,~
134.80189007,+48.04182614,3.33,3.14,2.92
130.2544579528100,+45.8340058686700,6.344,5.359,~
125.7087916525,+43.1881312297,5.8,4.25,3.05
232.7323316637200,+40.8330484081500,6.617,5.026,~
232.9457626901900,+40.8993348630300,5.074,4.978,~
234.4566585742900,+40.3534346735600,6.14,5.254,~
233.8121609003400,+39.0100674186300,6.75,5.11,~
222.3277930761700,+46.1162040029200,6.223,5.757,~
217.1575536601129,+49.8448504236236,6.44,~,5.1
212.0720947991800,+49.4581656798200,6.9,5.25,~
204.8768664293500,+52.9212076343700,5.568,5.456,~
186.8962625184900,+55.7127233880000,7.25,5.7,~
178.4576971525,+53.6947597292,2.45,2.44,2.44
163.3935503272700,+54.5851273979800,6.451,5.111,~
148.9291741490700,+49.8198430132600,5.331,5.269,~
132.9867942769400,+43.7266040012400,6.119,5.148,~
219.7092720862200,+44.4045022494700,5.412,5.387,~
214.0959116521,+46.0883057017,4.26,4.18,4.16
206.88515734,+49.31326673,1.67,1.86,1.98
203.6135803512,+49.0159740358,4.82,4.7,~
199.5604563801600,+49.6820636679600,5.08,5.15,~
187.5117853808500,+51.5356321092900,6.72,~,5.9
186.0062261893600,+51.5622568435500,5.643,4.761,~
147.1473806186700,+46.0210073931700,5.72,5.1,4.57
142.1666194687100,+45.6014808689900,6.389,5.393,6.54
138.4508882421300,+43.2178316535900,5.148,5.282,~
135.15991945,+41.78294587,4.39,3.96,3.57
225.4865099108,+40.3905668353,4.47,3.52,2.85
224.9039461257800,+39.2653324001800,5.955,5.634,~
184.9529608151300,+48.9841463651900,6.95,5.29,~
176.5125586421,+47.7794062925,4.9,3.72,2.84
218.0194658183,+38.3082511861,3.21,3.02,2.88
167.4158694850,+44.4984866806,4.15,3.01,2.18
154.2740802357300,+42.9144138051900,3.48,3.45,3.37
149.4210601369600,+41.0556318850600,5.562,5.104,~
144.5907349421400,+40.2397933270100,5.497,5.276,~
145.5014266889900,+39.7578528696700,6.552,5.61,~
047.4030867242300,+29.0770818467900,5.843,5.74,~
045.4755885288400,+26.4623540421700,6.054,5.909,~
046.36120080,+25.25517379,5.43,5.47,~
046.8569714626000,+17.8799915649500,5.997,6.117,~
045.56988780,+04.08973877,4.17,2.53,1.18
045.5938248202300,+04.3528862234000,5.51,5.607,~
045.6762003942900,-07.6854772790200,6.295,5.336,~
046.0688203512300,-07.6008551171800,5.46,5.3,~
045.2917754541600,-07.6630091112700,6.806,5.75,~
045.5979139967592,-23.6244717234822,4.25,4.09,3.96
045.4067869937687,-28.0914927200903,6.68,5.85,~
048.0593588072300,+27.2569682413300,5.64,5.76,~
050.5495559739000,+27.6075542790300,6.62,5.52,~
049.9824825551700,+27.0711300898900,6.774,5.918,~
047.9073527192,+19.7266776942,5.4,4.37,3.6
048.7254096668000,+21.0444470081400,4.858,4.869,~
050.3067648795542,+21.1470724706319,5.26,5.355,~
050.2783465812100,+03.6756225920300,6.66,5.69,~
049.8404013354,+03.3701986497,5.52,4.85,4.27
048.1934856987800,-01.1960988358300,5.631,5.07,~
048.9584403589200,-08.8197323836200,5.03,4.8,4.59
049.8791759887,-21.7578624869,5.32,3.7,2.12
049.5921043346,-22.5111164083,5.783,4.875,~
048.0188639875,-28.9876204678,4.36,3.85,3.39
051.0769908022100,+24.7240958090500,6.711,5.503,~
050.6885055610783,+20.7420671867628,6.44,5.13,~
052.7182399031300,+12.9366696397700,5.23,4.1,3.33
052.6019465162,+11.3364409908,5.09,5.124,~
051.2033263270900,+09.0288696200100,4.49,3.6,2.92
051.7922524135600,+09.7327419509000,3.66,3.75,3.76
053.1497638995600,+09.3734499832600,5.684,5.757,~
052.6544092917,-05.0751455233,4.631,4.725,~
053.2326853798279,-09.4582609705181,4.61,3.73,3
051.8892549704300,-35.6813257669100,6.989,5.702,~
055.5943564692,+33.9650248119,4.912,4.972,~
056.07971685,+32.28824802,3.88,3.83,3.71
056.2189036742,+24.1133364492,3.59,3.7,3.71
056.2008955675200,+24.2894675920700,5.42,5.46,5.42
055.5789486593700,+19.7002551322100,5.68,5.69,~
054.9630080698100,+03.0568661490600,6.483,5.555,~
054.2182654350700,+00.4016644716192,5.15,4.3,4.09
056.2354051966100,-00.2967206424000,6.975,5.553,~
056.1271271095100,-01.1630909663000,5.15,5.25,~
054.7546521465600,-05.6262134394300,6.88,5.96,~
055.1597213081000,-05.2107099253300,5.38,5.53,~
055.8120855748129,-09.7633919321942,4.46,3.54,2.82
054.0725171230000,-17.4670756411100,5.1,5.23,~
053.4469838683,-21.6328841764,4.16,4.3,~
054.6986306042100,-27.9430531221400,5.99,6.01,~
055.5620939168000,-31.9383622752800,4.814,4.973,~
055.7085636446,-37.3135165961,5.783,4.583,~
057.3861818132600,+33.0913645735200,5.18,5.11,~
058.5330103129,+31.8836336839,2.97,2.85,2.71
056.2905838918200,+24.8392619995600,5.57,5.64,5.61
056.3020657508,+24.4672804806,4.19,4.3,4.3
056.4769852115200,+24.5545099161800,5.72,5.76,5.71
056.4566940083,+24.3677462111,3.8,3.87,3.85
056.5815576783,+23.9483559011,4.12,4.18,~
057.2905941050,+24.0534167436,3.54,3.63,3.62
057.2967358241300,+24.1367101977800,5.01,5.09,~
056.8711523037,+24.1051356519,2.78,2.87,2.84
057.0677782225700,+11.1432989279500,4.94,5.07,~
056.4185140292500,+06.0499959303400,5.225,5.337,~
058.57292417,-02.95473430,5.13,4.45,3.86
058.1735364337900,-05.3612271839100,5.378,5.475,~
056.5355634167500,-12.1015884820100,6.04,4.42,3.08
056.9152087262800,-23.8746774630200,5.299,5.235,~
056.7120304943742,-23.2497228029747,4.65,4.2,~
058.4279264844000,-24.6122281715400,4.496,4.623,~
056.6142848197300,-29.3381578359800,6.016,5.904,~
056.9835013841500,-30.1678827911700,6.52,5.54,~
058.4122808075100,-34.7322973066800,4.961,5.092,~
057.3635219946,-36.2002511222,5.12,4.17,3.46
057.14948851,-37.62015040,4.26,4.27,~
057.1478236955500,-37.6220034472700,5.26,5.25,~
059.4634668633,+40.0102153175,2.71,2.89,2.96
059.7412595488,+35.7910314458,4.08,4.06,3.88
061.7519039747200,+29.0013081318500,5.57,5.2,~
061.6517191453200,+27.5999000415600,5.041,5.172,~
059.2169879582800,+22.4779735748200,5.946,5.617,~
061.0902857939500,+24.1060179599100,6.319,5.512,~
061.1738118396,+22.0819234117,5.44,4.37,3.58
061.3344085163300,+22.0089048332200,6.54,5.9,5.5
060.1700654896,+12.4903405381,3.29,3.41,3.44
060.7890819292,+05.9892997683,3.924,3.883,~
060.9358518909700,+05.4356182785900,5.25,5.33,~
060.3835295860400,-01.5496586449100,5.13,5.28,~
059.5073622871,-13.5085193806,4.54,2.94,1.68
