11737529,1.98357499,26087.90314
,2388077,5.0373896,52175.80628
,1222840,3.1415927,0
,543252,1.796444,78263.70943
,129779,4.832325,104351.6126
,31867,1.58088,130439.5157
,7963,4.6097,156527.4188
,2014,1.3532,182615.322
,514,4.378,208703.225
,209,2.02,24978.525
,208,4.918,27197.282
,132,1.119,234791.128
,121,1.813,53285.185
,100,5.657,20426.571
